House status,Name,Price,Street Address,Locality,Region,PostalCode,Size,Href
Condo for sale,"460 E Fremont Pl Unit 201, Littleton, CO 80122","$380,000 ",460 E Fremont Pl UNIT 201,Littleton,CO,80122,"1,268",https://www.zillow.com/homedetails/460-E-Fremont-Pl-UNIT-201-Littleton-CO-80122/2077971978_zpid/
Condo for sale,"460 E Fremont Pl Unit 207, Littleton, CO 80122","$325,000 ",460 E Fremont Pl UNIT 207,Littleton,CO,80122,"1,118",https://www.zillow.com/homedetails/460-E-Fremont-Pl-UNIT-207-Littleton-CO-80122/2077971979_zpid/
Townhouse for sale,"4842 E Hinsdale Pl, Centennial, CO 80122","$320,000 ",4842 E Hinsdale Pl,Centennial,CO,80122,"1,920",https://www.zillow.com/homedetails/4842-E-Hinsdale-Pl-Centennial-CO-80122/13137491_zpid/
Coming soon,"E Geddes Ave, Centennial, CO 80122","$490,000 ",E Geddes Ave,Centennial,CO,80122,"1,759",https://www.zillow.com/homedetails/4233-E-Geddes-Ave-Centennial-CO-80122/13137143_zpid/
House for sale,"913 E Nichols Ave, Centennial, CO 80122","$535,000 ",913 E Nichols Ave,Centennial,CO,80122,"2,790",https://www.zillow.com/homedetails/913-E-Nichols-Ave-Centennial-CO-80122/13171472_zpid/
Townhouse for sale,"630 E Hinsdale Ave, Littleton, CO 80122","$415,000 ",630 E Hinsdale Ave,Littleton,CO,80122,"1,500",https://www.zillow.com/homedetails/630-E-Hinsdale-Ave-Littleton-CO-80122/181314644_zpid/
New construction,"Coming Soon Plan, 400 Littleton Village, Littleton, CO 80122",,"Coming Soon Plan, 400 Littleton Village",Littleton,CO,80122,,https://www.zillow.com/community/400-littleton-village/2085130500_zpid/
Townhouse for sale,"4856 E Hinsdale Pl, Centennial, CO 80122","$314,500 ",4856 E Hinsdale Pl,Centennial,CO,80122,"1,620",https://www.zillow.com/homedetails/4856-E-Hinsdale-Pl-Centennial-CO-80122/13137485_zpid/
Condo for sale,"7260 S Gaylord St #c26, Centennial, CO 80122","$305,000 ",7260 S Gaylord St #C26,Centennial,CO,80122,"1,345",https://www.zillow.com/homedetails/7260-S-Gaylord-St-C26-Centennial-CO-80122/13164214_zpid/
House for sale,"546 E Hinsdale Ave, Littleton, CO 80122","$517,000 ",546 E Hinsdale Ave,Littleton,CO,80122,"1,722",https://www.zillow.com/homedetails/546-E-Hinsdale-Ave-Littleton-CO-80122/181314834_zpid/
House for sale,"7089 S Columbine Way, Centennial, CO 80122","$595,000 ",7089 S Columbine Way,Centennial,CO,80122,"2,184",https://www.zillow.com/homedetails/7089-S-Columbine-Way-Centennial-CO-80122/13161221_zpid/
House for sale,"7766 S Elizabeth Ct, Centennial, CO 80122","$545,000 ",7766 S Elizabeth Ct,Centennial,CO,80122,"2,444",https://www.zillow.com/homedetails/7766-S-Elizabeth-Ct-Centennial-CO-80122/13172743_zpid/
House for sale,"7564 S Ogden Way, Centennial, CO 80122","$575,000 ",7564 S Ogden Way,Centennial,CO,80122,"3,245",https://www.zillow.com/homedetails/7564-S-Ogden-Way-Centennial-CO-80122/13171005_zpid/
House for sale,"7592 S Madison Cir, Centennial, CO 80122","$559,900 ",7592 S Madison Cir,Centennial,CO,80122,"2,530",https://www.zillow.com/homedetails/7592-S-Madison-Cir-Centennial-CO-80122/13172464_zpid/
House for sale,"6869 S Elizabeth Cir, Centennial, CO 80122","$680,000 ",6869 S Elizabeth Cir,Centennial,CO,80122,"2,727",https://www.zillow.com/homedetails/6869-S-Elizabeth-Cir-Centennial-CO-80122/13161378_zpid/
House for sale,"7976 S Madison Way, Centennial, CO 80122","$650,000 ",7976 S Madison Way,Centennial,CO,80122,"4,012",https://www.zillow.com/homedetails/7976-S-Madison-Way-Centennial-CO-80122/13174186_zpid/
House for sale,"6861 S Washington St, Centennial, CO 80122","$454,900 ",6861 S Washington St,Centennial,CO,80122,"2,246",https://www.zillow.com/homedetails/6861-S-Washington-St-Centennial-CO-80122/13163183_zpid/
Townhouse for sale,"1413 E Nichols Cir, Centennial, CO 80122","$429,000 ",1413 E Nichols Cir,Centennial,CO,80122,"2,796",https://www.zillow.com/homedetails/1413-E-Nichols-Cir-Centennial-CO-80122/13171568_zpid/
Condo for sale,"7110 S Gaylord St Apt K08, Centennial, CO 80122","$239,900 ",7110 S Gaylord St APT K08,Centennial,CO,80122,957,https://www.zillow.com/homedetails/7110-S-Gaylord-St-APT-K08-Centennial-CO-80122/13162856_zpid/
Townhouse for sale,"7118 S Vine Cir Unit E, Littleton, CO 80122","$398,000 ",7118 S Vine Cir UNIT E,Littleton,CO,80122,"2,080",https://www.zillow.com/homedetails/7118-S-Vine-Cir-UNIT-E-Littleton-CO-80122/2078328996_zpid/
Townhouse for sale,"5555 E Briarwood Ave Apt 1105, Centennial, CO 80122","$330,000 ",5555 E Briarwood Ave APT 1105,Centennial,CO,80122,"2,032",https://www.zillow.com/homedetails/5555-E-Briarwood-Ave-APT-1105-Centennial-CO-80122/13136346_zpid/
House for sale,"7185 S Penrose Ct, Centennial, CO 80122","$559,000 ",7185 S Penrose Ct,Centennial,CO,80122,"2,454",https://www.zillow.com/homedetails/7185-S-Penrose-Ct-Centennial-CO-80122/13165697_zpid/
House for sale,"6795 S Albion St, Centennial, CO 80122","$460,000 ",6795 S Albion St,Centennial,CO,80122,"2,212",https://www.zillow.com/homedetails/6795-S-Albion-St-Centennial-CO-80122/13136496_zpid/
House for sale,"7554 S Cove Cir, Centennial, CO 80122","$390,000 ",7554 S Cove Cir,Centennial,CO,80122,"2,178",https://www.zillow.com/homedetails/7554-S-Cove-Cir-Centennial-CO-80122/13172922_zpid/
Condo for sale,"7857 S University Way, Centennial, CO 80122","$324,900 ",7857 S University Way,Centennial,CO,80122,"1,431",https://www.zillow.com/homedetails/7857-S-University-Way-Centennial-CO-80122/13173181_zpid/
House for sale,"7409 S Dahlia Ct, Centennial, CO 80122","$835,000 ",7409 S Dahlia Ct,Centennial,CO,80122,"2,758",https://www.zillow.com/homedetails/7409-S-Dahlia-Ct-Centennial-CO-80122/13137436_zpid/
House for sale,"4032 E Hinsdale Cir, Centennial, CO 80122","$480,000 ",4032 E Hinsdale Cir,Centennial,CO,80122,"2,517",https://www.zillow.com/homedetails/4032-E-Hinsdale-Cir-Centennial-CO-80122/13137327_zpid/
Condo for sale,"460 E Fremont Pl Unit 202, Littleton, CO 80122","$390,000 ",460 E Fremont Pl UNIT 202,Littleton,CO,80122,"1,366",https://www.zillow.com/homedetails/460-E-Fremont-Pl-UNIT-202-Littleton-CO-80122/2078955602_zpid/
House for sale,"7921 S Eudora Cir, Centennial, CO 80122","$1,750,000 ",7921 S Eudora Cir,Centennial,CO,80122,"6,466",https://www.zillow.com/homedetails/7921-S-Eudora-Cir-Centennial-CO-80122/13138446_zpid/
House for sale,"7955 S Eudora Cir, Centennial, CO 80122","$1,474,999 ",7955 S Eudora Cir,Centennial,CO,80122,"5,244",https://www.zillow.com/homedetails/7955-S-Eudora-Cir-Centennial-CO-80122/13138450_zpid/
Pre-foreclosure,"531 E Nichols Dr, Littleton, CO 80122","$508,309 ",531 E Nichols Dr,Littleton,CO,80122,"2,514",https://www.zillow.com/homedetails/531-E-Nichols-Dr-Littleton-CO-80122/13170290_zpid/
Pre-foreclosure,"3140 E Phillips Dr, Centennial, CO 80122","$575,051 ",3140 E Phillips Dr,Centennial,CO,80122,"2,305",https://www.zillow.com/homedetails/3140-E-Phillips-Dr-Centennial-CO-80122/13174237_zpid/
Auction,"8081 S Columbine Ct, Centennial, CO 80122","$208,292 ",8081 S Columbine Ct,Centennial,CO,80122,"1,334",https://www.zillow.com/homedetails/8081-S-Columbine-Ct-Centennial-CO-80122/13173495_zpid/
Pre-foreclosure,"7121 S Washington St, Centennial, CO 80122","$429,721 ",7121 S Washington St,Centennial,CO,80122,"1,580",https://www.zillow.com/homedetails/7121-S-Washington-St-Centennial-CO-80122/13163341_zpid/
Pre-foreclosure,"885 E Briarwood Cir S, Centennial, CO 80122","$454,726 ",885 E Briarwood Cir S,Centennial,CO,80122,"1,868",https://www.zillow.com/homedetails/885-E-Briarwood-Cir-S-Centennial-CO-80122/13163190_zpid/
Pre-foreclosure,"5555 E Briarwood Ave Apt 2401, Centennial, CO 80122","$341,723 ",5555 E Briarwood Ave APT 2401,Centennial,CO,80122,"2,008",https://www.zillow.com/homedetails/5555-E-Briarwood-Ave-APT-2401-Centennial-CO-80122/13136356_zpid/
Townhouse for sale,"7692 S Monaco Cir E, Centennial, CO 80112","$479,900 ",7692 S Monaco Cir E,Centennial,CO,80112,"2,553",https://www.zillow.com/homedetails/7692-S-Monaco-Cir-E-Centennial-CO-80112/13139137_zpid/
House for sale,"7553 E Costilla Blvd, Centennial, CO 80112","$449,900 ",7553 E Costilla Blvd,Centennial,CO,80112,"3,073",https://www.zillow.com/homedetails/7553-E-Costilla-Blvd-Centennial-CO-80112/13132962_zpid/
House for sale,"8673 E Long Pl, Centennial, CO 80112","$697,000 ",8673 E Long Pl,Centennial,CO,80112,"2,882",https://www.zillow.com/homedetails/8673-E-Long-Pl-Centennial-CO-80112/13140691_zpid/
Condo for sale,"6702 S Ivy Way Apt B1, Centennial, CO 80112","$304,990 ",6702 S Ivy Way APT B1,Centennial,CO,80112,"1,136",https://www.zillow.com/homedetails/6702-S-Ivy-Way-APT-B1-Centennial-CO-80112/13135131_zpid/
Townhouse for sale,"7185 E Dry Creek Cir, Centennial, CO 80112","$399,900 ",7185 E Dry Creek Cir,Centennial,CO,80112,"2,148",https://www.zillow.com/homedetails/7185-E-Dry-Creek-Cir-Centennial-CO-80112/13138984_zpid/
Condo for sale,"8601 E Dry Creek Rd Unit 123, Centennial, CO 80112","$315,000 ",8601 E Dry Creek Rd UNIT 123,Centennial,CO,80112,"1,147",https://www.zillow.com/homedetails/8601-E-Dry-Creek-Rd-UNIT-123-Centennial-CO-80112/61208747_zpid/
House for sale,"8240 S Locust Way, Centennial, CO 80112","$675,000 ",8240 S Locust Way,Centennial,CO,80112,"3,441",https://www.zillow.com/homedetails/8240-S-Locust-Way-Centennial-CO-80112/13139834_zpid/
Townhouse for sale,"10132 Inverness Main St, Englewood, CO 80112","$799,000 ",10132 Inverness Main St,Englewood,CO,80112,"2,820",https://www.zillow.com/homedetails/10132-Inverness-Main-St-Englewood-CO-80112/87627209_zpid/
Condo for sale,"7880 Vallagio Ln, Englewood, CO 80112","$929,900 ",7880 Vallagio Ln,Englewood,CO,80112,"4,229",https://www.zillow.com/homedetails/7880-Vallagio-Ln-Englewood-CO-80112/87624417_zpid/
Condo for sale,"15700 E Jamison Dr #306, Englewood, CO 80112","$302,000 ",15700 E Jamison Dr #306,Englewood,CO,80112,"1,255",https://www.zillow.com/homedetails/15700-E-Jamison-Dr-306-Englewood-CO-80112/2077987707_zpid/
Townhouse for sale,"7966 E Phillips Cir, Centennial, CO 80112","$495,000 ",7966 E Phillips Cir,Centennial,CO,80112,"2,556",https://www.zillow.com/homedetails/7966-E-Phillips-Cir-Centennial-CO-80112/13141411_zpid/
House for sale,"7359 S Ivy Way, Centennial, CO 80112","$575,000 ",7359 S Ivy Way,Centennial,CO,80112,"2,812",https://www.zillow.com/homedetails/7359-S-Ivy-Way-Centennial-CO-80112/13135257_zpid/
Townhouse for sale,"12829 Mayfair Way Unit A, Englewood, CO 80112","$315,000 ",12829 Mayfair Way UNIT A,Englewood,CO,80112,"1,078",https://www.zillow.com/homedetails/12829-Mayfair-Way-UNIT-A-Englewood-CO-80112/63390861_zpid/
Condo for sale,"15700 E Jamison Dr #102, Englewood, CO 80112","$320,750 ",15700 E Jamison Dr #102,Englewood,CO,80112,"1,255",https://www.zillow.com/homedetails/15700-E-Jamison-Dr-102-Englewood-CO-80112/2078081234_zpid/
House for sale,"6741 S Leyden Ct, Centennial, CO 80112","$815,000 ",6741 S Leyden Ct,Centennial,CO,80112,"3,304",https://www.zillow.com/homedetails/6741-S-Leyden-Ct-Centennial-CO-80112/13134892_zpid/
House for sale,"8072 S Niagara Way, Centennial, CO 80112","$578,350 ",8072 S Niagara Way,Centennial,CO,80112,"2,462",https://www.zillow.com/homedetails/8072-S-Niagara-Way-Centennial-CO-80112/13140195_zpid/
Condo for sale,"15700 E Jamison Dr Unit 2308, Englewood, CO 80112","$275,000 ",15700 E Jamison Dr UNIT 2308,Englewood,CO,80112,"1,291",https://www.zillow.com/homedetails/15700-E-Jamison-Dr-UNIT-2308-Englewood-CO-80112/64778842_zpid/
House for sale,"7092 S Newport St, Centennial, CO 80112","$940,000 ",7092 S Newport St,Centennial,CO,80112,"3,585",https://www.zillow.com/homedetails/7092-S-Newport-St-Centennial-CO-80112/13134235_zpid/
Condo for sale,"9079 E Panorama Cir Unit 303, Englewood, CO 80112","$350,000 ",9079 E Panorama Cir UNIT 303,Englewood,CO,80112,"1,196",https://www.zillow.com/homedetails/9079-E-Panorama-Cir-UNIT-303-Englewood-CO-80112/81867771_zpid/
House for sale,"6718 S Niagara Ct, Centennial, CO 80112","$695,000 ",6718 S Niagara Ct,Centennial,CO,80112,"2,807",https://www.zillow.com/homedetails/6718-S-Niagara-Ct-Centennial-CO-80112/13134451_zpid/
Condo for sale,"15700 E Jamison Dr Unit 305, Englewood, CO 80112","$333,750 ",15700 E Jamison Dr UNIT 305,Englewood,CO,80112,"1,555",https://www.zillow.com/homedetails/15700-E-Jamison-Dr-UNIT-305-Englewood-CO-80112/2078464264_zpid/
Condo for sale,"15700 E Jamison Dr Unit 103, Englewood, CO 80112","$302,750 ",15700 E Jamison Dr UNIT 103,Englewood,CO,80112,"1,255",https://www.zillow.com/homedetails/15700-E-Jamison-Dr-UNIT-103-Englewood-CO-80112/2078545853_zpid/
Condo for sale,"7820 Inverness Blvd Unit 306, Englewood, CO 80112","$514,900 ",7820 Inverness Blvd UNIT 306,Englewood,CO,80112,"1,349",https://www.zillow.com/homedetails/7820-Inverness-Blvd-UNIT-306-Englewood-CO-80112/81885216_zpid/
House for sale,"15778 E Broncos Pl, Centennial, CO 80112","$474,000 ",15778 E Broncos Pl,Centennial,CO,80112,"1,722",https://www.zillow.com/homedetails/15778-E-Broncos-Pl-Centennial-CO-80112/247460811_zpid/
Condo for sale,"7865 Vallagio Ln Unit 107, Englewood, CO 80112","$415,000 ",7865 Vallagio Ln UNIT 107,Englewood,CO,80112,"1,153",https://www.zillow.com/homedetails/7865-Vallagio-Ln-UNIT-107-Englewood-CO-80112/87626872_zpid/
Condo for sale,"7064 E Appleton Cir, Centennial, CO 80112","$385,000 ",7064 E Appleton Cir,Centennial,CO,80112,"2,068",https://www.zillow.com/homedetails/7064-E-Appleton-Cir-Centennial-CO-80112/13134789_zpid/
House for sale,"5952 E Irish Pl, Centennial, CO 80112","$725,000 ",5952 E Irish Pl,Centennial,CO,80112,"4,164",https://www.zillow.com/homedetails/5952-E-Irish-Pl-Centennial-CO-80112/13139563_zpid/
For sale by owner,"303 Inverness Way S Unit 106, Englewood, CO 80112","$360,000 ",303 Inverness Way S UNIT 106,Englewood,CO,80112,"1,105",https://www.zillow.com/homedetails/303-Inverness-Way-S-UNIT-106-Englewood-CO-80112/121863121_zpid/
House for sale,"7029 S Locust Pl, Centennial, CO 80112","$799,000 ",7029 S Locust Pl,Centennial,CO,80112,"4,397",https://www.zillow.com/homedetails/7029-S-Locust-Pl-Centennial-CO-80112/13135229_zpid/
House for sale,"8200 S Locust Way, Centennial, CO 80112","$579,000 ",8200 S Locust Way,Centennial,CO,80112,"3,098",https://www.zillow.com/homedetails/8200-S-Locust-Way-Centennial-CO-80112/13139830_zpid/
House for sale,"6797 E Phillips Pl, Centennial, CO 80112","$834,500 ",6797 E Phillips Pl,Centennial,CO,80112,"4,281",https://www.zillow.com/homedetails/6797-E-Phillips-Pl-Centennial-CO-80112/99647400_zpid/
Pre-foreclosure,"7842 E Briarwood Blvd, Centennial, CO 80112","$481,678 ",7842 E Briarwood Blvd,Centennial,CO,80112,"2,184",https://www.zillow.com/homedetails/7842-E-Briarwood-Blvd-Centennial-CO-80112/13132950_zpid/
Condo for sale,"15700 E Jamison Dr Unit 202, Englewood, CO 80112","$295,250 ",15700 E Jamison Dr UNIT 202,Englewood,CO,80112,"1,255",https://www.zillow.com/homedetails/15700-E-Jamison-Dr-UNIT-202-Englewood-CO-80112/2080560718_zpid/
Pre-foreclosure,"7987 S Roslyn Way, Centennial, CO 80112","$511,642 ",7987 S Roslyn Way,Centennial,CO,80112,"1,809",https://www.zillow.com/homedetails/7987-S-Roslyn-Way-Centennial-CO-80112/13141345_zpid/
Apartment for sale,"15886 E Otero Ave, Centennial, CO 80112","$464,888 ",15886 E Otero Ave,Centennial,CO,80112,"2,849",https://www.zillow.com/homedetails/15886-E-Otero-Ave-Centennial-CO-80112/295018467_zpid/
Pre-foreclosure,"8181 S Mobile Way, Englewood, CO 80112","$441,161 ",8181 S Mobile Way,Englewood,CO,80112,"2,072",https://www.zillow.com/homedetails/8181-S-Mobile-Way-Englewood-CO-80112/58884957_zpid/
Pre-foreclosure,"7517 E Davies Pl, Centennial, CO 80112","$496,039 ",7517 E Davies Pl,Centennial,CO,80112,"2,700",https://www.zillow.com/homedetails/7517-E-Davies-Pl-Centennial-CO-80112/13133056_zpid/
Pre-foreclosure,"7373 E Fremont Dr, Centennial, CO 80112","$466,550 ",7373 E Fremont Dr,Centennial,CO,80112,"2,016",https://www.zillow.com/homedetails/7373-E-Fremont-Dr-Centennial-CO-80112/13133601_zpid/
Lot / Land for sale,"7852 S Wheeling Ct, Englewood, CO 80112","$725,000 ",7852 S Wheeling Ct,Englewood,CO,80112,,https://www.zillow.com/homedetails/7852-S-Wheeling-Ct-Englewood-CO-80112/2084254370_zpid/
Condo for sale,"15700 E Jamison Dr #208, Englewood, CO 80112","$326,750 ",15700 E Jamison Dr #208,Englewood,CO,80112,"1,555",https://www.zillow.com/homedetails/15700-E-Jamison-Dr-208-Englewood-CO-80112/2084301687_zpid/
House for sale,"7746 S Saulsbury St, Littleton, CO 80128","$697,500 ",7746 S Saulsbury St,Littleton,CO,80128,"3,253",https://www.zillow.com/homedetails/7746-S-Saulsbury-St-Littleton-CO-80128/13835013_zpid/
House for sale,"6794 S Yates Ct, Littleton, CO 80128","$1,275,000 ",6794 S Yates Ct,Littleton,CO,80128,"2,873",https://www.zillow.com/homedetails/6794-S-Yates-Ct-Littleton-CO-80128/13167608_zpid/
House for sale,"9714 W Elmhurst Pl, Littleton, CO 80128","$440,000 ",9714 W Elmhurst Pl,Littleton,CO,80128,"1,448",https://www.zillow.com/homedetails/9714-W-Elmhurst-Pl-Littleton-CO-80128/13833510_zpid/
Condo for sale,"8367 S Reed St #a-1, Littleton, CO 80128","$255,000 ",8367 S Reed St #A-1,Littleton,CO,80128,"1,195",https://www.zillow.com/homedetails/8367-S-Reed-St-A-1-Littleton-CO-80128/63367000_zpid/
House for sale,"9228 W Ontario Dr, Littleton, CO 80128","$319,000 ",9228 W Ontario Dr,Littleton,CO,80128,"1,653",https://www.zillow.com/homedetails/9228-W-Ontario-Dr-Littleton-CO-80128/13827043_zpid/
House for sale,"9612 W Walden Ave, Littleton, CO 80128","$419,000 ",9612 W Walden Ave,Littleton,CO,80128,"1,803",https://www.zillow.com/homedetails/9612-W-Walden-Ave-Littleton-CO-80128/13833081_zpid/
House for sale,"8394 S Brentwood St, Littleton, CO 80128","$649,900 ",8394 S Brentwood St,Littleton,CO,80128,"3,071",https://www.zillow.com/homedetails/8394-S-Brentwood-St-Littleton-CO-80128/13843034_zpid/
Townhouse for sale,"8356 S Garland Cir, Littleton, CO 80128","$388,000 ",8356 S Garland Cir,Littleton,CO,80128,"1,699",https://www.zillow.com/homedetails/8356-S-Garland-Cir-Littleton-CO-80128/51408546_zpid/
House for sale,"4431 W Caspian Cir, Littleton, CO 80128","$4,500,000 ",4431 W Caspian Cir,Littleton,CO,80128,"12,478",https://www.zillow.com/homedetails/4431-W-Caspian-Cir-Littleton-CO-80128/13167808_zpid/
House for sale,"8925 W Teton Cir, Littleton, CO 80128","$415,000 ",8925 W Teton Cir,Littleton,CO,80128,"1,201",https://www.zillow.com/homedetails/8925-W-Teton-Cir-Littleton-CO-80128/13843745_zpid/
Condo for sale,"9643 W Chatfield Ave Unit B, Littleton, CO 80128","$319,900 ",9643 W Chatfield Ave UNIT B,Littleton,CO,80128,"1,345",https://www.zillow.com/homedetails/9643-W-Chatfield-Ave-UNIT-B-Littleton-CO-80128/13833966_zpid/
House for sale,"6469 W David Dr, Littleton, CO 80128","$525,000 ",6469 W David Dr,Littleton,CO,80128,"3,038",https://www.zillow.com/homedetails/6469-W-David-Dr-Littleton-CO-80128/13836814_zpid/
Townhouse for sale,"9701 W Chatfield Ave Unit C, Littleton, CO 80128","$310,000 ",9701 W Chatfield Ave UNIT C,Littleton,CO,80128,"1,000",https://www.zillow.com/homedetails/9701-W-Chatfield-Ave-UNIT-C-Littleton-CO-80128/13833727_zpid/
House for sale,"7294 S Upham Ct, Littleton, CO 80128","$495,000 ",7294 S Upham Ct,Littleton,CO,80128,"2,377",https://www.zillow.com/homedetails/7294-S-Upham-Ct-Littleton-CO-80128/13826098_zpid/
House for sale,"7477 S Pierce Ct, Littleton, CO 80128","$464,900 ",7477 S Pierce Ct,Littleton,CO,80128,"2,394",https://www.zillow.com/homedetails/7477-S-Pierce-Ct-Littleton-CO-80128/13826418_zpid/
House for sale,"8354 S Brentwood St, Littleton, CO 80128","$535,000 ",8354 S Brentwood St,Littleton,CO,80128,"2,288",https://www.zillow.com/homedetails/8354-S-Brentwood-St-Littleton-CO-80128/13843036_zpid/
House for sale,"8337 S Upham Way Apt 208, Littleton, CO 80128","$275,000 ",8337 S Upham Way APT 208,Littleton,CO,80128,"1,309",https://www.zillow.com/homedetails/8337-S-Upham-Way-APT-208-Littleton-CO-80128/13842702_zpid/
House for sale,"8331 S Upham Way Apt 104, Littleton, CO 80128","$250,000 ",8331 S Upham Way APT 104,Littleton,CO,80128,900,https://www.zillow.com/homedetails/8331-S-Upham-Way-APT-104-Littleton-CO-80128/13842710_zpid/
Condo for sale,"8354 S Holland Way Unit 306, Littleton, CO 80128","$309,900 ",8354 S Holland Way UNIT 306,Littleton,CO,80128,"1,134",https://www.zillow.com/homedetails/8354-S-Holland-Way-UNIT-306-Littleton-CO-80128/58769512_zpid/
House for sale,"7671 S Kendall Blvd, Littleton, CO 80128","$489,900 ",7671 S Kendall Blvd,Littleton,CO,80128,"2,446",https://www.zillow.com/homedetails/7671-S-Kendall-Blvd-Littleton-CO-80128/13836666_zpid/
House for sale,"7551 Polo Ridge Dr, Littleton, CO 80128","$1,890,000 ",7551 Polo Ridge Dr,Littleton,CO,80128,"6,821",https://www.zillow.com/homedetails/7551-Polo-Ridge-Dr-Littleton-CO-80128/13167884_zpid/
